,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
304,cheyenne,US,2020-11-14 10:49:54,41.14,-104.82,20,51,37.66999999999996,12.3
305,kon tum,VN,2020-11-14 10:51:45,14.35,108,100,92,68.75600000000003,0.4
306,gat,IL,2020-11-14 10:48:03,31.61,34.76,0,41,75.27200000000005,3.06
307,launceston,AU,2020-11-14 10:51:45,-41.45,147.17,90,76,50.26999999999996,4.1
308,khash,IR,2020-11-14 10:51:45,28.22,61.22,25,76,47.67799999999996,2.17
309,mozarlandia,BR,2020-11-14 10:51:45,-14.74,-50.57,44,46,91.13000000000005,2.83
310,caravelas,BR,2020-11-14 10:51:45,-17.71,-39.25,84,66,83.642,5.38
311,port elizabeth,ZA,2020-11-14 10:49:08,-33.92,25.57,20,72,68.26999999999995,9.3
312,nanakuli,US,2020-11-14 10:51:45,21.39,-158.15,1,83,75.46999999999997,2.1
313,micheweni,TZ,2020-11-14 10:51:45,-4.97,39.83,76,75,80.13200000000002,3.07
314,la ronge,CA,2020-11-14 10:51:46,55.1,-105.28,100,85,10.669999999999959,5.7
315,mogadishu,SO,2020-11-14 10:51:46,2.04,45.34,17,77,80.56400000000004,4.51
316,bambous virieux,MU,2020-11-14 10:51:46,-20.34,57.76,75,94,76.26199999999996,3.6
317,tsihombe,,,,,,,,
318,sentyabrskiy,,,,,,,,
319,aravankadu,IN,2020-11-14 10:51:46,11.37,76.77,20,69,80.86999999999996,1.5
320,requena,ES,2020-11-14 10:51:46,39.49,-1.1,98,80,60.27799999999996,2.36
321,te anau,NZ,2020-11-14 10:51:46,-45.42,167.72,100,79,55.11199999999995,2.41
322,tsaratanana,MG,2020-11-14 10:51:46,-16.78,47.65,58,60,80.02400000000002,3.65
323,linjiang,CN,2020-11-14 10:51:47,41.81,126.91,99,77,36.57200000000004,0.92
324,palana,RU,2020-11-14 10:51:47,59.12,159.97,100,91,25.88000000000004,5.47
325,yulara,AU,2020-11-14 10:51:47,-25.24,130.99,1,21,80.86999999999996,1.5
326,longlac,,,,,,,,
327,hay river,CA,2020-11-14 10:50:32,60.82,-115.8,98,77,7.069999999999958,2.1
328,gombong,ID,2020-11-14 10:51:47,-7.61,109.51,100,84,51.27799999999996,1.62
329,ribas do rio pardo,BR,2020-11-14 10:51:47,-20.44,-53.76,30,33,94.96400000000003,3.95
330,villarrubia de los ojos,ES,2020-11-14 10:51:47,39.22,-3.61,100,87,60.27799999999996,1.79
331,bur gabo,,,,,,,,
332,tazovskiy,RU,2020-11-14 10:51:48,67.47,78.7,100,92,-0.9219999999999899,5.03
333,amontada,BR,2020-11-14 10:51:48,-3.36,-39.83,90,30,99.82400000000001,5.23
334,aitape,PG,2020-11-14 10:51:48,-3.14,142.35,100,84,78.90800000000002,1.85
335,labutta,,,,,,,,
336,kahului,US,2020-11-14 10:51:48,20.89,-156.47,1,73,72.26600000000002,3.6
337,alice springs,AU,2020-11-14 10:48:40,-23.7,133.88,64,27,89.86999999999996,8.7
338,mahanoro,MG,2020-11-14 10:51:48,-19.9,48.8,85,82,72.17599999999999,3.3
339,ostrovnoy,RU,2020-11-14 10:51:48,68.05,39.51,96,87,36.248000000000026,7.43
340,kargasok,RU,2020-11-14 10:51:49,59.06,80.86,93,97,18.35600000000003,2.09
341,conceicao da barra,BR,2020-11-14 10:50:39,-18.59,-39.73,70,65,84.74000000000002,4.97
342,iraray,PH,2020-11-14 10:51:49,8.99,118.05,0,84,79.73599999999996,1.81
343,nizhneyansk,,,,,,,,
344,okato,NZ,2020-11-14 10:51:49,-39.2,173.88,2,93,54.266000000000005,3.13
345,ilulissat,GL,2020-11-14 10:51:49,69.22,-51.1,75,66,10.669999999999959,12.9
346,san carlos,VE,2020-11-14 10:51:49,9.66,-68.58,56,68,86.32400000000001,1.57
347,castro,BR,2020-11-14 10:51:49,-24.79,-50.01,40,44,82.04000000000002,2.13
348,airai,TL,2020-11-14 10:51:49,-8.93,125.41,0,86,63.64399999999998,0.48
349,vanimo,PG,2020-11-14 10:51:50,-2.67,141.3,86,83,79.26799999999999,1.67
350,zhigansk,RU,2020-11-14 10:51:50,66.77,123.37,95,93,0.6080000000000041,3.64
351,porto novo,BJ,2020-11-14 10:51:06,6.5,2.6,20,74,86.26999999999995,5.1
352,bhadasar,IN,2020-11-14 10:51:50,28.28,74.32,25,22,72.59000000000003,3.09
353,sao joao da barra,BR,2020-11-14 10:51:50,-21.64,-41.05,75,66,86.26999999999995,1
354,invermere,CA,2020-11-14 10:51:50,50.52,-116.04,92,93,27.26600000000001,0.96
355,taybad,IR,2020-11-14 10:51:50,34.74,60.78,0,57,42.98000000000004,4.05
356,rundu,NA,2020-11-14 10:51:51,-17.93,19.77,99,40,83.31799999999998,2.19
357,san juan,AR,2020-11-14 10:51:51,-31.54,-68.54,2,33,76.19000000000003,9.95
358,santa lucia,ES,2020-11-14 10:51:51,27.91,-15.54,0,51,80.86999999999996,4.6
359,ust-ilimsk,RU,2020-11-14 10:49:54,58,102.66,87,96,16.069999999999958,1.76
360,maceio,BR,2020-11-14 10:51:51,-9.67,-35.74,75,66,86.26999999999995,6.7
361,ubinskoye,RU,2020-11-14 10:51:51,55.31,79.68,100,95,24.691999999999997,2.77
362,glogow,PL,2020-11-14 10:51:51,51.66,16.08,84,88,53.27599999999999,2.42
363,tigri,,,,,,,,
364,port hardy,CA,2020-11-14 10:51:52,50.7,-127.42,40,86,43.06999999999996,3.6
365,tynda,RU,2020-11-14 10:51:52,55.17,124.72,16,90,7.96999999999996,1.97
366,yenagoa,NG,2020-11-14 10:51:52,4.92,6.26,70,79,82.88599999999997,2.41
367,mega,ET,2020-11-14 10:51:52,4.05,38.3,64,76,65.24600000000005,3.8
368,yarada,IN,2020-11-14 10:51:52,17.65,83.27,0,69,80.86999999999996,3.1
369,oussouye,SN,2020-11-14 10:51:52,12.48,-16.55,0,30,95.26999999999995,4.1
370,koslan,RU,2020-11-14 10:51:52,63.46,48.9,96,96,19.72400000000001,2.54
371,bethel,US,2020-11-14 10:51:52,41.37,-73.41,1,52,47.26400000000003,4.1
372,veshenskaya,RU,2020-11-14 10:51:53,49.63,41.73,35,96,31.946000000000048,3.09
373,christchurch,NZ,2020-11-14 10:50:58,-43.53,172.63,97,76,55.274000000000015,2.1
374,acapulco,MX,2020-11-14 10:51:53,16.86,-99.89,5,78,80.86999999999996,2.1
375,laguna,US,2020-11-14 10:51:53,38.42,-121.42,90,93,49.26199999999996,4.1
376,agadir,MA,2020-11-14 10:49:22,30.42,-9.6,40,22,91.66999999999996,1.64
377,port lincoln,AU,2020-11-14 10:51:53,-34.73,135.87,83,67,64.79600000000005,0.73
378,vieux-habitants,GP,2020-11-14 10:51:53,16.06,-61.77,40,70,84.46999999999997,3.1
379,coralville,US,2020-11-14 10:50:10,41.68,-91.58,90,80,36.266000000000005,5.7
380,half moon bay,US,2020-11-14 10:51:53,37.46,-122.43,40,100,51.27799999999996,1.18
381,carahue,CL,2020-11-14 10:51:54,-38.7,-73.17,75,71,55.66999999999996,3.6
382,alghero,IT,2020-11-14 10:51:54,40.56,8.32,0,60,70.06999999999996,0.5
383,vestmanna,FO,2020-11-14 10:51:54,62.16,-7.17,0,81,44.86999999999996,3.6
384,povenets,RU,2020-11-14 10:51:54,62.85,34.83,98,91,36.932000000000016,4.4
385,grand gaube,MU,2020-11-14 10:51:54,-20.01,57.66,7,77,76.26199999999996,1.23
386,krasnoarmeysk,RU,2020-11-14 10:51:54,51.02,45.7,94,100,33.78200000000002,3.28
387,glen avon,US,2020-11-14 10:47:50,34.01,-117.48,1,81,52.26799999999999,1.5
388,yar-sale,RU,2020-11-14 10:51:54,66.83,70.83,99,91,0.6980000000000253,4.98
389,calbuco,CL,2020-11-14 10:51:55,-41.77,-73.13,75,76,53.86999999999996,3.1
390,batagay-alyta,RU,2020-11-14 10:51:55,67.8,130.41,84,88,-3.640000000000022,0.45
391,wagar,SD,2020-11-14 10:51:55,16.15,36.2,0,25,86.54000000000002,4.17
392,avera,US,2020-11-14 10:51:55,33.19,-82.53,90,68,62.86999999999996,2.6
393,gladstone,AU,2020-11-14 10:51:25,-23.85,151.25,75,83,75.46999999999997,2.1
394,labuan,MY,2020-11-14 10:51:55,5.28,115.24,40,88,79.06999999999996,1.5
395,dobryatino,RU,2020-11-14 10:51:55,55.51,41.32,37,98,29.408000000000005,1.4
396,grande-riviere,,,,,,,,
397,pital,CO,2020-11-14 10:51:55,2.27,-75.8,100,81,70.89800000000002,2.04
398,bereda,ES,2020-11-14 10:51:56,43.27,-7.54,92,77,63.266000000000005,5.36
399,ulagan,RU,2020-11-14 10:51:56,50.63,87.96,97,83,20.317999999999984,1.12
400,chicaman,GT,2020-11-14 10:51:56,15.4,-90.77,40,88,66.46999999999997,1.39
401,la rioja,ES,2020-11-14 10:51:56,42.25,-2.5,90,93,52.069999999999965,2.1
402,vikhorevka,RU,2020-11-14 10:51:56,56.12,101.16,80,78,16.069999999999958,1.22
403,eravur,LK,2020-11-14 10:51:56,7.77,81.61,98,82,80.38399999999999,1.54
404,bodden town,KY,2020-11-14 10:51:57,19.28,-81.25,40,70,88.06999999999996,4.1
405,villamontes,BO,2020-11-14 10:51:57,-21.25,-63.5,0,29,101.24600000000005,4.22
406,yining,CN,2020-11-14 10:51:57,29.04,114.56,0,78,53.6,0.46
407,ottawa,CA,2020-11-14 10:48:02,45.41,-75.7,75,51,39.469999999999956,7.2
408,grindavik,IS,2020-11-14 10:51:57,63.84,-22.43,20,74,35.86999999999996,7.2
409,linxia,CN,2020-11-14 10:51:57,35.6,103.21,69,67,47.19199999999999,0.58
410,axim,GH,2020-11-14 10:51:57,4.87,-2.24,21,73,83.066,3.86
411,lahat,ID,2020-11-14 10:51:57,-3.8,103.53,100,90,75.79399999999998,0.97
412,araouane,ML,2020-11-14 10:51:57,18.9,-3.53,0,12,89.16799999999998,4.54
413,shemonaikha,KZ,2020-11-14 10:50:24,50.63,81.91,17,86,27.283999999999992,2.07
414,mahaicony,,,,,,,,
415,polunochnoye,RU,2020-11-14 10:51:58,60.87,60.42,0,92,10.543999999999972,0.87
416,chicama,PE,2020-11-14 10:51:58,-7.84,-79.15,75,77,66.46999999999997,3.1
417,santa maria,BR,2020-11-14 10:51:58,-29.68,-53.81,0,49,89.86999999999996,3.6
418,amderma,,,,,,,,
419,olongapo,PH,2020-11-14 10:51:58,14.83,120.28,75,88,79.06999999999996,4.6
420,pecos,US,2020-11-14 10:51:58,31.42,-103.49,1,38,61.069999999999965,4.6
421,laukaa,RU,2020-11-14 10:51:58,58.74,29.85,15,95,29.948000000000025,2.08
422,dashitou,CN,2020-11-14 10:51:59,43.31,128.51,100,81,32.846000000000046,1.75
423,sao domingos,BR,2020-11-14 10:51:59,-13.4,-46.32,51,41,87.85399999999996,2.18
424,opuwo,NA,2020-11-14 10:51:59,-18.06,13.84,96,62,73.4,4.39
425,puerto colombia,CO,2020-11-14 10:51:59,10.99,-74.95,90,100,73.66999999999996,5.7
426,duluth,US,2020-11-14 10:47:47,46.78,-92.11,1,55,34.26799999999999,2.1
427,nishihara,JP,2020-11-14 10:51:59,26.18,127.76,40,88,75.46999999999997,5.1
428,jasper,US,2020-11-14 10:51:59,37.2,-94.35,75,82,59.26999999999996,7.7
429,tomari,RU,2020-11-14 10:51:59,47.77,142.07,28,68,43.03399999999999,8.01
430,vila velha,BR,2020-11-14 10:48:27,-20.33,-40.29,75,66,86.26999999999995,4.1
431,shivrajpur,IN,2020-11-14 10:52:00,22.42,73.65,7,54,80.86999999999996,2.1
432,cazaje,,,,,,,,
433,shinjo,JP,2020-11-14 10:52:00,38.76,140.3,0,83,40.38800000000005,0.43
434,igrim,RU,2020-11-14 10:52:00,63.19,64.42,0,92,7.411999999999953,1.01
435,jiangyou,CN,2020-11-14 10:52:00,31.77,104.72,27,60,62.11400000000003,1.03
436,whitecourt,CA,2020-11-14 10:48:29,54.15,-115.69,75,85,21.469999999999956,6.2
437,baie-saint-paul,CA,2020-11-14 10:52:00,47.44,-70.5,2,59,43.26799999999999,3.1
438,stephenville,US,2020-11-14 10:52:00,32.22,-98.2,90,78,73.27400000000002,6.2
439,soanierana ivongo,MG,2020-11-14 10:52:01,-16.92,49.58,90,88,75.46999999999997,8.2
440,beruwala,LK,2020-11-14 10:52:01,6.48,79.98,99,84,80.15,2.7
441,monroe,US,2020-11-14 10:47:10,43.15,-77.68,90,60,43.26799999999999,5.7
442,onda,ES,2020-11-14 10:52:01,39.97,-0.25,100,88,61.26799999999999,1.57
443,lolua,,,,,,,,
444,shimoda,JP,2020-11-14 10:52:01,34.67,138.95,0,85,50.26999999999996,2.1
445,jiangkou,CN,2020-11-14 10:52:01,25.49,119.2,0,63,66.46999999999997,3
446,mareeba,AU,2020-11-14 10:52:01,-17,145.43,90,88,75.46999999999997,0.5
447,malwan,,,,,,,,
448,vaitape,PF,2020-11-14 10:52:01,-16.52,-151.75,87,75,80.49199999999999,3.39
449,maarianhamina,AX,2020-11-14 10:49:48,60.1,19.93,90,93,48.469999999999956,7.2
450,mezhdurechensk,RU,2020-11-14 10:52:02,53.69,88.06,24,87,23.95399999999995,0.95
451,banda aceh,ID,2020-11-14 10:47:21,5.56,95.32,90,81,80.618,2.28
452,ludvika,SE,2020-11-14 10:52:02,60.15,15.19,99,81,44.86999999999996,4.6
453,chardara,KZ,2020-11-14 10:52:02,41.25,67.97,0,57,42.04399999999997,3.23
454,bonavista,CA,2020-11-14 10:52:02,48.65,-53.11,100,86,34.26799999999999,2.6
455,selma,US,2020-11-14 10:52:02,36.57,-119.61,1,100,50.26999999999996,3.29
456,sarangani,PH,2020-11-14 10:52:02,5.4,125.46,33,76,84.308,8.25
457,cabedelo,BR,2020-11-14 10:52:03,-6.98,-34.83,40,62,88.06999999999996,6.7
458,leningradskiy,RU,2020-11-14 10:52:03,69.38,178.42,36,86,5.108000000000004,2.53
459,zyryanka,RU,2020-11-14 10:52:03,65.75,150.85,78,87,-17.248000000000026,1.08
460,abrau-dyurso,RU,2020-11-14 10:52:03,44.69,37.59,0,81,43.06999999999996,1
461,kincardine,GB,2020-11-14 10:52:03,56.07,-3.72,40,93,50.26999999999996,3.1
462,bargal,,,,,,,,
463,otane,NZ,2020-11-14 10:52:03,-39.88,176.63,0,75,54.266000000000005,2.68
464,egvekinot,RU,2020-11-14 10:52:03,66.32,-179.17,76,89,5.630000000000042,1.14
465,narsaq,GL,2020-11-14 10:52:03,60.92,-46.05,75,66,16.069999999999958,2.1
466,kaseda,JP,2020-11-14 10:52:03,31.42,130.32,0,71,64.54399999999998,5.24
467,huilong,CN,2020-11-14 10:52:04,31.81,121.66,0,97,61.26799999999999,3.1
468,evensk,RU,2020-11-14 10:52:04,61.95,159.23,100,91,12.091999999999995,7.75
469,jinotega,NI,2020-11-14 10:52:04,13.09,-86,20,78,71.86999999999996,5.1
470,orlik,RU,2020-11-14 10:52:04,52.52,99.83,48,85,9.032000000000014,1.12
471,namatanai,PG,2020-11-14 10:52:04,-3.67,152.43,2,77,80.97799999999997,4.83
472,dauriya,RU,2020-11-14 10:52:04,49.93,116.87,9,94,21.182000000000016,2.77
473,constitucion,CL,2020-11-14 10:52:04,-35.33,-72.42,0,53,61.51999999999996,6.8
474,libreville,GA,2020-11-14 10:51:57,0.39,9.45,20,78,82.66999999999996,3.6
475,vredendal,ZA,2020-11-14 10:52:05,-31.67,18.5,53,64,66.05600000000004,8.09
476,outram,MY,2020-11-14 10:52:05,1.28,103.84,75,79,84.46999999999997,1.5
477,umzimvubu,,,,,,,,
478,sobolevo,RU,2020-11-14 10:52:05,54.43,31.9,100,99,31.22599999999999,3.79
479,kinablangan,PH,2020-11-14 10:52:05,7.69,126.55,30,81,79.64600000000004,1.53
480,sri aman,MY,2020-11-14 10:52:05,1.24,111.46,100,100,75.46999999999997,0.34
481,makakilo city,US,2020-11-14 10:52:05,21.35,-158.09,1,83,75.46999999999997,2.1
482,newport,GB,2020-11-14 10:48:48,51.59,-3,100,97,58.26199999999996,3.13
483,kupang,ID,2020-11-14 10:52:05,-10.17,123.58,50,72,81.44600000000005,1.8
484,tucuma,BR,2020-11-14 10:49:03,-0.18,-50.05,52,63,88.68200000000002,3.84
485,bud,US,2020-11-14 10:52:06,39.45,-86.18,1,59,41.26999999999996,4.1
486,ixtapa,MX,2020-11-14 10:52:06,20.7,-105.2,75,83,77.26999999999995,2.1
487,humaita,BR,2020-11-14 10:52:06,-7.51,-63.02,89,36,99.98599999999998,1.2
488,dingle,PH,2020-11-14 10:52:06,11,122.67,10,90,77.73800000000006,3.23
489,bani,DO,2020-11-14 10:50:29,18.28,-70.33,40,74,86.26999999999995,5.1
490,saint-georges,GD,2020-11-14 10:52:06,12.06,-61.75,40,83,82.66999999999996,9.3
491,severomuysk,RU,2020-11-14 10:52:06,56.15,113.43,53,93,-2.3259999999999863,1.02
492,kulhudhuffushi,MV,2020-11-14 10:52:07,6.62,73.07,100,76,83.984,3.58
493,antofagasta,CL,2020-11-14 10:50:05,-23.65,-70.4,20,59,64.66999999999996,4.6
494,amahai,ID,2020-11-14 10:52:07,-3.33,128.92,95,90,83.26400000000004,1.53
495,bagotville,AU,2020-11-14 10:52:07,-28.98,153.42,90,94,75.46999999999997,5.1
496,akureyri,IS,2020-11-14 10:52:07,65.68,-18.09,90,86,34.06999999999996,3.6
497,beyneu,KZ,2020-11-14 10:52:07,45.32,55.2,100,93,33.78200000000002,5.49
498,namie,JP,2020-11-14 10:52:07,37.48,141,0,93,42.27799999999996,1.87
499,skagastrond,,,,,,,,
500,shestakovo,RU,2020-11-14 10:52:08,56.49,103.96,61,94,13.117999999999984,1.3
501,mabaruma,GY,2020-11-14 10:52:08,8.2,-59.78,100,69,86.50399999999996,1.24
502,lapua,FI,2020-11-14 10:52:08,62.97,23.01,100,88,39.272000000000034,1.79
503,verkhnevilyuysk,RU,2020-11-14 10:52:08,63.45,120.32,100,93,4.225999999999988,3.2
504,ulaangom,MN,2020-11-14 10:52:08,49.98,92.07,95,94,23.19800000000002,1.26
505,san patricio,US,2020-11-14 10:52:08,28.02,-97.52,75,83,80.27599999999998,7.2
506,cairns,AU,2020-11-14 10:52:08,-16.92,145.77,90,88,75.46999999999997,0.5
507,kuah,MY,2020-11-14 10:48:06,6.33,99.84,20,94,80.86999999999996,5.79
508,inirida,CO,2020-11-14 10:52:09,3.87,-67.92,83,56,92.46199999999996,0.56
509,afmadu,,,,,,,,
510,chai badan,TH,2020-11-14 10:52:09,15.2,101.13,74,55,73.27400000000002,1.48
511,vaitupu,,,,,,,,
512,waipawa,NZ,2020-11-14 10:52:09,-41.41,175.52,8,82,57.469999999999956,6.7
513,yonezawa,JP,2020-11-14 10:52:09,37.92,140.12,0,74,42.27799999999996,0.68
514,tessalit,ML,2020-11-14 10:52:09,20.2,1.01,0,13,86.01799999999999,6.13
515,karratha,AU,2020-11-14 10:52:09,-20.74,116.85,0,51,77.03599999999997,8.53
516,harper,LR,2020-11-14 10:52:09,4.38,-7.72,35,76,82.292,2.96
517,ambilobe,MG,2020-11-14 10:52:10,-13.2,49.05,21,82,78.33200000000002,1.24
518,onguday,RU,2020-11-14 10:52:10,50.75,86.15,95,82,21.722000000000037,0.55
519,srednekolymsk,RU,2020-11-14 10:52:10,67.45,153.68,0,87,-16.348000000000027,0.34
520,konza,KE,2020-11-14 10:52:10,-1.74,37.13,40,68,71.86999999999996,7.7
521,naze,JP,2020-11-14 10:52:10,28.37,129.48,20,69,73.66999999999996,6.2
522,severnyy,RU,2020-11-14 10:52:11,50.68,36.55,100,92,31.31600000000001,1
523,mananjary,MG,2020-11-14 10:52:11,-21.22,48.33,100,78,71.618,3.22
524,mayo,US,2020-11-14 10:52:11,38.89,-76.51,1,58,56.26400000000004,4.1
525,sao bras de alportel,PT,2020-11-14 10:52:11,37.15,-7.89,75,93,66.46999999999997,3.62
526,ville-marie,CA,2020-11-14 10:52:11,47.33,-79.43,90,79,32.26999999999996,2.6
527,tamasopo,MX,2020-11-14 10:52:11,21.93,-99.48,44,61,71.58200000000002,0.4
528,sekoma,BW,2020-11-14 10:52:11,-24.4,23.88,78,25,85.53200000000001,3.11
529,costa rica,BR,2020-11-14 10:48:58,-23.42,-54.65,4,40,92.56999999999996,3.26
530,leh,IN,2020-11-14 10:52:12,34.17,77.58,100,78,31.819999999999958,2.52
531,mocuba,MZ,2020-11-14 10:52:12,-16.84,36.99,0,51,76.81999999999996,4.14
532,noumea,NC,2020-11-14 10:49:50,-22.28,166.46,0,83,73.66999999999996,1
533,lengshuijiang,CN,2020-11-14 10:52:12,27.69,111.43,0,67,57.21799999999999,0.69
534,eyl,SO,2020-11-14 10:52:12,7.98,49.82,47,72,79.79000000000002,8.24
535,beloha,MG,2020-11-14 10:52:12,-25.17,45.05,0,64,65.80399999999995,5.89
536,chapais,CA,2020-11-14 10:52:12,49.78,-74.85,90,73,26.86999999999996,4.1
537,belmonte,BR,2020-11-14 10:52:12,-15.86,-38.88,20,74,86.26999999999995,5.7
538,westport,US,2020-11-14 10:49:51,41.14,-73.36,1,53,50.26999999999996,5.1
539,kiruna,SE,2020-11-14 10:52:13,67.86,20.23,97,93,35.86999999999996,5.1
540,labuhan,ID,2020-11-14 10:52:13,-6.88,112.21,43,78,83.40800000000002,1.89
541,tilsonburg,,,,,,,,
542,cruzeiro do sul,BR,2020-11-14 10:52:13,-29.51,-51.99,0,39,94.26199999999996,0.45
543,tubalan,PH,2020-11-14 10:52:13,6.5,125.57,7,81,81.28399999999999,3.97
544,nicolas bravo,MX,2020-11-14 10:52:13,18.45,-88.92,75,94,79.06999999999996,1.11
545,coquimbo,CL,2020-11-14 10:52:13,-29.95,-71.34,75,67,61.069999999999965,4.1
546,zhanaozen,KZ,2020-11-14 10:52:14,43.3,52.8,0,73,38.19199999999999,2.96
547,huarmey,PE,2020-11-14 10:52:14,-10.07,-78.15,68,65,69.61999999999996,4.22
548,vokhtoga,RU,2020-11-14 10:52:14,58.81,41.05,100,98,32.88200000000002,0.99
549,kachug,RU,2020-11-14 10:52:14,53.96,105.88,12,93,14.701999999999973,0.57
550,sitka,US,2020-11-14 10:52:14,57.05,-135.33,75,93,35.86999999999996,3.1
551,jalu,LY,2020-11-14 10:52:14,29.03,21.55,1,46,70.7,4.15
552,flin flon,CA,2020-11-14 10:52:14,54.77,-101.86,90,92,21.469999999999956,2.1
553,santa eulalia del rio,,,,,,,,
554,oriximina,BR,2020-11-14 10:52:14,-1.77,-55.87,4,41,96.20600000000003,2.42
555,qaqortoq,GL,2020-11-14 10:52:15,60.72,-46.03,75,66,16.069999999999958,2.1
556,batticaloa,LK,2020-11-14 10:52:15,7.71,81.69,97,81,80.99600000000005,1.67
557,meadow lake,US,2020-11-14 10:52:15,34.8,-106.54,20,48,51.27799999999996,3.6
558,calatagan,PH,2020-11-14 10:52:15,13.88,120.65,1,85,79.95199999999997,6.04
559,mughal sarai,IN,2020-11-14 10:52:15,25.3,83.12,0,64,75.46999999999997,1.5
560,kanakapura,IN,2020-11-14 10:52:15,12.55,77.42,20,73,73.66999999999996,3.1
561,dongsheng,CN,2020-11-14 10:52:15,39.82,109.98,47,69,43.016000000000005,3.01
562,neiafu,TO,2020-11-14 10:52:15,-18.65,-173.98,20,78,77.26999999999995,3.1
563,vardo,NO,2020-11-14 10:52:15,70.37,31.11,20,80,39.469999999999956,10.3
564,nguiu,,,,,,,,
565,kaitong,CN,2020-11-14 10:52:16,44.81,123.15,7,68,40.85600000000003,4.83
566,samarai,PG,2020-11-14 10:52:16,-10.62,150.67,82,79,79.91600000000001,4.16
567,mount isa,AU,2020-11-14 10:52:16,-20.73,139.5,87,65,80.86999999999996,4.1
568,cordele,US,2020-11-14 10:50:36,31.96,-83.78,1,48,70.26799999999999,2.6
569,jining,CN,2020-11-14 10:52:16,35.41,116.58,0,72,53.86999999999996,3.32
570,uglovka,RU,2020-11-14 10:52:16,58.24,33.51,100,88,35.27599999999999,3.23
571,mwinilunga,ZM,2020-11-14 10:52:16,-11.74,24.43,84,84,68.84600000000006,2.59
572,mahon,ES,2020-11-14 10:52:16,39.89,4.27,20,88,66.46999999999997,1.5
573,uige,AO,2020-11-14 10:52:17,-7.61,15.06,75,65,80.86999999999996,4.1
574,ukiah,US,2020-11-14 10:51:18,39.15,-123.21,90,93,39.469999999999956,0.88
575,batemans bay,AU,2020-11-14 10:52:17,-35.72,150.18,91,90,63.266000000000005,0.45
576,kaura namoda,NG,2020-11-14 10:52:17,12.59,6.58,96,20,92.91199999999995,4.63
577,ugoofaaru,MV,2020-11-14 10:52:17,5.67,73,100,76,84.092,3.3
578,sao raimundo nonato,BR,2020-11-14 10:52:17,-9.02,-42.7,7,35,95.12599999999999,3.8
579,yumen,CN,2020-11-14 10:52:17,40.28,97.2,0,87,32.66600000000001,6.58
580,graaff-reinet,ZA,2020-11-14 10:52:17,-32.25,24.53,100,89,64.27400000000002,4.47
581,la antigua,CO,2020-11-14 10:52:18,6.72,-76.08,94,71,70.57400000000001,0.7
582,severo-yeniseyskiy,RU,2020-11-14 10:52:18,60.37,93.04,94,97,10.525999999999986,1.26
583,blackfoot,US,2020-11-14 10:52:18,43.19,-112.34,14,72,30.272000000000038,5.36
584,cheremukhovo,RU,2020-11-14 10:52:18,60.35,59.99,0,93,9.590000000000021,0.87
585,pinega,RU,2020-11-14 10:52:18,64.7,43.39,100,98,32.12599999999999,2.4
586,middelburg,ZA,2020-11-14 10:52:18,-25.78,29.46,0,21,79.75399999999996,4.1
587,lasa,IT,2020-11-14 10:52:18,46.62,10.7,5,65,45.266000000000005,4.1
588,ambositra,MG,2020-11-14 10:52:18,-20.52,47.25,77,88,61.46600000000001,2.87
589,ituni,,,,,,,,
590,port-cartier,CA,2020-11-14 10:52:19,50.03,-66.87,90,94,33.27799999999996,3.1
591,kirakira,SB,2020-11-14 10:52:19,-10.45,161.92,9,82,79.53800000000004,2.79
592,pangai,TO,2020-11-14 10:52:19,-19.8,-174.35,66,80,77.14399999999998,6.79
593,soe,ID,2020-11-14 10:48:18,-9.86,124.28,12,70,68.80999999999997,1.6
594,catuday,PH,2020-11-14 10:52:19,16.29,119.81,57,82,79.95199999999997,3.32
595,kemijarvi,FI,2020-11-14 10:52:20,66.71,27.43,98,89,34.93399999999999,3.68
596,beamsville,CA,2020-11-14 10:50:14,43.17,-79.48,0,56,44.27599999999999,3.6
597,west odessa,US,2020-11-14 10:52:20,31.84,-102.5,1,59,61.069999999999965,6.7
598,boa vista,BR,2020-11-14 10:52:20,2.82,-60.67,75,55,89.86999999999996,2.1
599,eydhafushi,MV,2020-11-14 10:52:20,5.1,73.07,100,77,83.94800000000004,4.25
600,bonthe,SL,2020-11-14 10:52:20,7.53,-12.51,0,57,86.77400000000002,4.3
601,san luis,AR,2020-11-14 10:52:16,-33.3,-66.34,40,77,64.66999999999996,7.7
602,kimbe,PG,2020-11-14 10:51:20,-5.55,150.14,71,87,77.18000000000004,1.17
603,korogwe,,,,,,,,
604,dalby,AU,2020-11-14 10:52:20,-27.18,151.27,0,66,55.66999999999996,2.1
605,dakoro,NE,2020-11-14 10:52:21,14.51,6.76,0,16,90.21199999999996,7.12
606,antalaha,MG,2020-11-14 10:52:21,-14.9,50.28,50,87,75.81199999999995,1.66
607,whitefish,US,2020-11-14 10:50:05,48.41,-114.34,90,69,34.06999999999996,7.7
608,cascais,PT,2020-11-14 10:52:21,38.7,-9.42,75,100,66.27200000000005,3.6
609,buraydah,SA,2020-11-14 10:52:21,26.33,43.98,0,46,73.66999999999996,3.6
610,san vicente,AR,2020-11-14 10:52:21,-26.62,-54.13,0,25,92.73200000000003,2.08
611,emba,KZ,2020-11-14 10:52:21,48.83,58.14,43,94,18.91400000000003,3.45
